date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:41	92/92	---M-Z	200	added ('OK')	text/plain	date:Tue,%2002%20May%202023%2011:45:36%20GMT	https://www.3p-logistics.co.uk/robots.txt		(from )
12:45:42	187306/187306	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20May%202023%2011:45:36%20GMT	https://www.3p-logistics.co.uk/	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/index.html	(from )
12:45:43	97517/97517	---MCZ	200	added ('OK')	text/css	etag:W/%22642546ce-17ced%22	https://www.3p-logistics.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.2	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/wp-includes/css/dist/block-library/style.minae48.css	(from https://www.3p-logistics.co.uk/)
12:45:43	74378/74378	---M-Z	200	added ('OK')	application/rss+xml	etag:%2205f9e82c99624f4a59ad92f9f7b651cb-gzip%22	https://www.3p-logistics.co.uk/feed/	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/feed/index.html	(from https://www.3p-logistics.co.uk/)
12:45:44	271/271	---MCZ	200	added ('OK')	text/css	etag:W/%226246b37f-10f%22	https://www.3p-logistics.co.uk/wp-content/plugins/rcd-embed-hubspot-form/blocks/rcd-ehf-block/style.css?ver=1648800639	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/wp-content/plugins/rcd-embed-hubspot-form/blocks/rcd-ehf-block/style642b.css	(from https://www.3p-logistics.co.uk/)
12:45:44	727/727	---M-Z	200	added ('OK')	application/rss+xml	etag:%2205f9e82c99624f4a59ad92f9f7b651cb-gzip%22	https://www.3p-logistics.co.uk/comments/feed/	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/comments/feed/index.html	(from https://www.3p-logistics.co.uk/)
12:45:44	291/291	---MCZ	200	added ('OK')	text/css	etag:W/%22642546ce-123%22	https://www.3p-logistics.co.uk/wp-includes/css/classic-themes.min.css?ver=6.2	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/wp-includes/css/classic-themes.minae48.css	(from https://www.3p-logistics.co.uk/)
12:45:44	2859/2859	---MCZ	200	added ('OK')	text/css	etag:W/%2264456f44-b2b%22	https://www.3p-logistics.co.uk/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.6	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/wp-content/plugins/contact-form-7/includes/css/stylescfaa.css	(from https://www.3p-logistics.co.uk/)
12:45:44	832/832	---MCZ	200	added ('OK')	text/css	etag:W/%22606c4ee3-340%22	https://www.3p-logistics.co.uk/wp-content/plugins/video-popup/css/vp-close-icon/close-button-icon.css?ver=1683027936	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/wp-content/plugins/video-popup/css/vp-close-icon/close-button-icon328d.css	(from https://www.3p-logistics.co.uk/)
12:45:45	3402/3402	---MCZ	200	added ('OK')	text/css	etag:W/%22606c4ee3-d4a%22	https://www.3p-logistics.co.uk/wp-content/plugins/video-popup/css/YouTubePopUp.css?ver=1683027936	C:/My%20Web%20Sites/obed/www.3p-logistics.co.uk/wp-content/plugins/video-popup/css/YouTubePopUp328d.css	(from https://www.3p-logistics.co.uk/)
